İşlemci,İşlemci Serisi,İşlemci Modeli,Jenerasyon,Arttırılmış Frekans(GHz),Çekirdek,Temel Frekans(GHz),uri,Ürün Adı,En Düşük Fiyat,Medyan Fiyat,İşlemci Skoru,Cluster Label,Cosine Similar,1.NearestNeighbor,2.NearestNeighbor
Pentium,İntel Pentium,Intel Pentium G645 @ 2.90GHz,,2.6,2.0,2.6,"https://www.cimri.com/islemci/en-ucuz-intel-pentium-g620-2-6ghz-1155pin-islemci-fiyatlari,999213",Intel Pentium G620 2.60 GHz Çift Çekirdekli 1155Pin İşlemci,280.0,280.0,1.356,5,91,287,245
Core i3,İntel Core i3,Intel Core i5-13600,,2.9,2.0,2.9,"https://www.cimri.com/islemci/en-ucuz-intel-core-i3-530-2-9ghz-1156pin-islemci-fiyatlari,967064",Intel Core i3 530 2.93 GHz Çift Çekirdekli 1156Pin İşlemci,545.0,663.0,32.185,5,282,282,229
Ryzen 9,AMD Ryzen,AMD Ryzen 9 5900X,5.Nesil,4.8,12.0,3.7,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-9-5900x-3-7-ghz-turbo-4-8-ghz-12-core-24-threads-64-mb-cache-7nm-am4-islemci-fiyatlari,688650913",AMD Ryzen 9 5900x 3.7 GHZ Turbo 4.8 GHZ 12 Core 24 Threads 64 MB Cache 7nm AM4 İşlemci,8962.71,8963.0,39.272,0,162,174,32
A Serisi,AMD A8,AMD A8-9600,7.Nesil,3.4,4.0,3.4,"https://www.cimri.com/islemci/en-ucuz-amd-a8-9600-3-4ghzam4-islemci-fiyatlari,59698715",AMD A8-9600 3.10 GHz 4 Çekirdekli AM4 İşlemci,1499.0,1499.0,3.296,3,9,19,43
Ryzen 7 Pro,AMD Ryzen,AMD Ryzen 7 PRO 4750G,4.Nesil,4.4,8.0,3.6,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-7-pro-4750g-3-6ghz-12mb-am4-islemci-fiyatlari,626743199",AMD Ryzen 7 Pro 4750G 3.6GHz 12MB AM4 İşlemci,3999.0,3999.0,20.579,0,243,171,36
Ryzen 5,AMD Ryzen,AMD Ryzen 5 4500,4.Nesil,4.1,6.0,3.6,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-5-4500-3-60ghz-6-cekirdek-11mb-onbellek-soket-am4-islemci-fiyatlari,2037865662",AMD Ryzen 5 4500 3.60GHz 6 Çekirdek 11MB Önbellek Soket AM4 İşlemci,1778.94,1779.0,16.19,3,38,47,52
Ryzen 5 Pro,AMD Ryzen,AMD Ryzen 5 PRO 4650G,4.Nesil,4.2,6.0,3.7,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-5-4650g-pro-mpk-3-7ghz-am4-fanli-islemci-fiyatlari,1300161977",AMD Ryzen 5 4650G PRO MPK 3.7GHZ AM4 Fanlı İşlemci,4253.78,4254.0,16.317,3,50,50,299
Intel,Celeron,Intel Celeron G6900,,3.2,2.0,3.2,"https://www.cimri.com/islemci/en-ucuz-intel-celeron-g4930-3-20-ghz-2mb-1151p-islemci-fiyatlari,560609110",Intel Celeron G4930 3.20 GHz 2MB 1151P İşlemci,1290.0,1290.0,4.415,3,104,257,63
Core 2 Duo,İntel Core 2 Duo,Intel Core2 Duo E6850 @ 3.00GHz,,1.86,2.0,1.86,"https://www.cimri.com/islemci/en-ucuz-intel-core-2-duo-e6300-1-86ghz-775pin-islemci-fiyatlari,844406",Intel Core 2 Duo E6300 1.86 GHz Çift Çekirdekli 775Pin İşlemci,49.9,569.0,1.136,5,288,213,221
Xeon Gold,Intel Xeon,Intel Xeon 2.80GHz,2.Nesil,4.0,24.0,3.0,"https://www.cimri.com/islemci/en-ucuz-intel2-adet-xeon-gold-6248r-3-00-ghz-tray-islemci-fiyatlari,676517021",Intel®2 Adet  Xeon® Gold 6248R 3.00 GHZ tray işlemci,141300.0,141300.0,260.0,4,264,264,326
Intel,Core i5,Intel Core i5-13500,8.Nesil,4.1,6.0,3.0,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-8500-3-ghz-9-mb-akilli-onbellek-islemci-fiyatlari,627712365",Intel Core İ5-8500 3 GHz 9 MB Akıllı Önbellek İşlemci,3398.0,3499.0,32.392,6,242,283,77
Ryzen 7,AMD Ryzen,AMD Ryzen 7 5700G,5.Nesil,4.6,8.0,3.8,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen7-5700g-soket-am4-3-8-ghz-20mb-65w-7nm-islemci-fiyatlari,897105323",AMD Ryzen™7 5700G Soket AM4 3.8 GHz 20MB 65W 7nm İşlemci,4855.0,4855.0,24.612,0,191,340,101
Pentium,İntel Pentium,Intel Pentium M 2.10GHz,,2.8,2.0,2.8,"https://www.cimri.com/islemci/en-ucuz-intel-pentium-g2010-2-8ghz-1155pin-islemci-fiyatlari,1056451",Intel Pentium G2010 2.80 GHz 1155Pin Çift Çekirdekli İşlemci İşlemci,12869.01,12869.0,292.0,1,258,145,91
Ryzen 5,AMD Ryzen,AMD Ryzen 5 5600,5.Nesil,4.4,6.0,3.5,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-5-5600-3-5-ghz-35mb-am4-islemci-fiyatlari,1847159553",AMD Ryzen 5 5600 3.5 GHz 35MB AM4 İşlemci,3345.42,3345.0,21.539,3,18,55,67
Core i5,Intel Core,Intel Core i5-13400F,11.Nesil,4.4,6.0,2.6,"https://www.cimri.com/islemci/en-ucuz-intel-cpu-i5-11400f-11400-2-60-ghz-lga1200-islemci-fiyatlari,1818874238",Intel CPU i5 11400F 11400 / 2.60 ghz LGA1200 İşlemci,3717.2,3717.0,25.779,6,7,28,382
Core i7,Intel Core,Intel Core i7-12700F,12.Nesil,4.9,12.0,2.1,"https://www.cimri.com/islemci/en-ucuz-intel-i7-12700f-12-core-3-60-ghz-25-mb-65-w-lga1700-12-nesil-box-islemci-fiyatlari,1434256795",Intel i7-12700F 12 Core 3.60 ghz 25 mb 65 w LGA1700 12. Nesil Box İşlemci,8103.0,8103.0,31.146,2,269,183,200
Core i9,Intel Core,Intel Core i9-12900F,12.Nesil,5.1,16.0,2.4,"https://www.cimri.com/islemci/en-ucuz-intel-i9-12900f-2-40-ghz-lga1700-30-mb-cache-65-w-islemci-fiyatlari,2037866258",Intel i9-12900F 2.40 GHz LGA1700 30 MB Cache 65 W İşlemci,11406.34,12067.0,37.3,2,343,358,194
Core i7,İntel Core i7,Intel Core i7-13700K,6.Nesil,3.8,6.0,3.4,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-6800k-3-4ghz-2011v3pin-islemci-fiyatlari,26464170",Intel Core i7 6800K 3.40 GHz 2011v3Pin 6 Çekirdekli İşlemci,10499.0,10499.0,47.03,3,16,253,273
Core i3,Intel Core,Intel Core i3-13100F,10.Nesil,4.4,4.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-cometlake-core-i3-10105f-3-7ghz-1200p-6mb-box-65w-novga-islemci-fiyatlari,2067746818",Intel Cometlake Core I3 10105F 3.7GHz 1200P 6MB BOX (65W) Novga İşlemci,2636.59,2637.0,15.378,3,58,103,336
Core i9,Intel Core,Intel Core i9-13900K,11.Nesil,5.3,8.0,3.5,"https://www.cimri.com/islemci/en-ucuz-intel-rocket-lake-i9-11900k-1200-pin-fansiz-box-islemci-fiyatlari,808698994",Intel Rocket Lake i9 11900K 1200 Pin Fansız Box İşlemci,7765.46,7810.0,60.088,0,373,97,143
Core i5,Intel Core,Intel Core i5-12600K,12.Nesil,4.9,10.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-12-nesil-i5-12600k-3-70ghz-20m-fclga1700-cpu-islemci-box-fansiz-bilgisayar-islemcisi-fiyatlari,1783963490",Intel 12.Nesil i5 12600K 3.70GHz 20M Fclga1700 CPU İşlemci̇ Box Fansız Bilgisayar İşlemcisi,6538.0,6538.0,27.789,0,131,190,199
Core i5,Intel Core,Intel Core i5-12600,12.Nesil,4.8,6.0,3.3,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-12600-3-3-ghz-12-nesil-1700p-box-fansiz-islemci-fiyatlari,1491301615",Intel CORE İ5-12600 3.3 Ghz 12.Nesil 1700P Box Fansız İşlemci,6150.0,6150.0,21.372,0,111,292,110
Core i3,Intel Core,Intel Core i3-13100F,10.Nesil,4.3,4.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-sc-1200p-i3-10100f-3-60-ghz-6-mb-vga-yok-box-cpu-islemci-fiyatlari,2077388355",Intel Sc-1200p i3 10100f 3.60 Ghz 6 Mb Vga Yok Box Cpu İşlemci,1715.5,1716.0,15.378,3,227,5,87
Xeon,Intel Xeon,Intel Xeon 3.40GHz,,3.0,8.0,2.1,"https://www.cimri.com/islemci/en-ucuz-intel-xeon-4110-2-1-ghz-lga3647-islemci-fiyatlari,177936187",Intel Xeon 4110 2.10 GHz LGA3647 8 Çekirdekli İşlemci,10105.96,10106.0,375.0,1,327,372,327
Xeon Gold,Intel Xeon,Intel Xeon 2.40GHz,2.Nesil,4.1,20.0,3.1,"https://www.cimri.com/islemci/en-ucuz-intel-2adet-xeon-gold-6242r-3-10-ghz-tray-islemci-fiyatlari,676517026",Intel®  2Adet Xeon® Gold 6242R 3.10 GHz tray işlemci,135648.0,135648.0,180.0,4,264,264,311
Xeon,Intel Xeon,Intel Xeon 3.40GHz,,3.0,10.0,2.2,"https://www.cimri.com/islemci/en-ucuz-intel-xeon-4114-2-2-ghz-lga3647-islemci-fiyatlari,177952110",Intel Xeon 4114 2.20 GHz LGA3647 10 Çekirdekli İşlemci,10051.14,10051.0,375.0,1,325,372,325
Xeon E,Intel Xeon,Intel Xeon E5645 @ 2.40GHz,,2.53,4.0,2.26,"https://www.cimri.com/islemci/en-ucuz-intel-xeon-e5520-2-26ghz-4-core-8mb-80w-processor-cpu-islemci-fiyatlari,2037866255",Intel Xeon E5520 2.26GHz 4-core 8MB 80W Processor Cpu İşlemci,1582.56,1583.0,4.989,5,265,244,262
Xeon E5,Intel Xeon,Intel Xeon E5-2643 @ 3.30GHz,,2.8,6.0,2.3,"https://www.cimri.com/islemci/en-ucuz-intel-hpe-662248-b21-b-e5-2630-2-3ghz-cpu-kit-dl380-gen8-15-mb-cache-islemci-fiyatlari,2037866206",Intel Hpe 662248-B21 B E5-2630 2.3ghz Cpu Kit DL380 Gen8 15 MB Cache Işlemci,5852.8,5853.0,5.489,5,205,205,184
Core i7,Intel Core,Intel Core i7-12700F,12.Nesil,4.9,12.0,2.1,"https://www.cimri.com/islemci/en-ucuz-intel-alder-lake-i7-12700f-3-60-ghz-25-mb-1700p-box-islemci-fiyatlari,1445213911",Intel Alder Lake I7-12700f 3.60 ghz 25 mb 1700p Box İşlemci,8417.13,8417.0,31.146,2,183,183,317
Intel,Core i7,Intel Core i7-12700T,10.Nesil,4.5,8.0,2.0,"https://www.cimri.com/islemci/en-ucuz-intel-i7-10700t-islemci-fiyatlari,627745934",Intel İ7-10700T İşlemci,6279.45,6279.0,21.623,6,379,154,62
Core i5,Intel Core,Intel Core i5-13400F,10.Nesil,4.3,6.0,2.9,"https://www.cimri.com/islemci/en-ucuz-intel-comet-lake-i5-10400f-1200-pin-fansiz-tray-islemci-fiyatlari,928665021",Intel Comet Lake İ5 10400F 1200 Pin Fansız Tray İşlemci,2760.29,2760.0,25.779,6,362,155,13
Core i3,Intel Core,Intel Core i3-12100F,12.Nesil,4.3,4.0,3.3,"https://www.cimri.com/islemci/en-ucuz-intel-alder-lake-i3-12100f-1700-pin-fanli-box-islemci-fiyatlari,1663472141",Intel Alder Lake i3 12100F 1700 Pin Fanlı Box İşlemci,2279.7,3468.0,14.321,3,96,152,360
Core i7,Intel Core,Intel Core i7-13700F,11.Nesil,4.9,8.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-core-ci7-11700f-2-50-ghz-1200-16-mb-box-islemci-fiyatlari,1476999449",Intel Core CI7 11700F 2.50 Ghz 1200 16 MB Box İşlemci,5643.98,6720.0,38.686,6,193,83,179
Core i5,Intel Core,Intel Core i5-12400,12.Nesil,4.4,6.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-core-ci5-12400-2-5-ghz-18-mb-1700p-box-cpu-islemci-fiyatlari,1478299107",Intel Core CI5 12400 2.5  Ghz 18 MB 1700P Box Cpu İşlemci,4053.47,4307.0,19.532,6,140,46,72
Core i3,Intel Core,Intel Core i3-13100,10.Nesil,4.4,4.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-core-i3-10105-3-70-ghz-6-mb-onbellek-4-cekirdek-1200-14nm-box-islemci-fiyatlari,1161510592",Intel Core İ3 10105 3.70 Ghz 6 MB Önbellek 4 Çekirdek 1200 14NM Box İşlemci,2645.16,2645.0,14.237,3,354,103,320
Ryzen 7 Pro,AMD Ryzen,AMD Ryzen 7 PRO 5750G,5.Nesil,4.6,8.0,3.8,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-7-5750g-8-core-3-80-4-60ghz-20-mb-cache-65-w-radeon-grafikleri-wraith-stealth-fan-am4-soket-grafik-kartfan-kutusuz-mpk-fiyatlari,1071077742",AMD RYZEN 7 5750G 8 Core 3.80-4.60GHz 20 MB Cache 65 W Radeon Grafikleri Wraith Stealth FAN AM4 Soket Grafik Kart+Fan Kutusuz MPK,5896.19,5896.0,24.615,0,359,76,217
Pentium,İntel Pentium,Intel Pentium 4 3.60GHz,,3.3,2.0,3.3,"https://www.cimri.com/islemci/en-ucuz-intel-pentium-g3260-3-3ghz-1150pin-islemci-fiyatlari,15248273",Intel Pentium G3260 3.30 GHz 1150Pin Çift Çekirdekli İşlemci,847.03,847.0,315.0,1,145,145,91
Core i5,Intel Core,Intel Core i5-13400F,11.Nesil,4.4,6.0,2.6,"https://www.cimri.com/islemci/en-ucuz-intel-rocket-lake-i5-11400f-1200pin-fanli-box-islemci-fiyatlari,787152302",Intel Rocket Lake i5 11400F 1200Pin Fanlı Box İşlemci,2651.11,2876.0,25.779,6,267,151,7
Ryzen 7,AMD Ryzen,AMD Ryzen 7 5700G,5.Nesil,4.6,8.0,3.8,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-7-5700g-3-80ghz-8-cekirdek-20mb-onbellek-soket-am4-islemci-kutulu-box-fiyatlari,898001978",Amd Ryzen 7 5700G 3.80Ghz 8 Çekirdek 20MB Önbellek Soket AM4 İşlemci Kutulu Box,4826.0,4826.0,24.612,0,45,101,313
Core i7,Intel Core,Intel Core i7-13700,10.Nesil,4.8,8.0,2.9,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-10700-2-90-ghz-16-mb-1200p-tray-fansiz-islemci-fiyatlari,1030854539",Intel Core i7-10700 2.90 Ghz 16 MB 1200P Tray Fansız İşlemci,5869.97,5870.0,40.028,6,114,348,347
Ryzen 5,AMD Ryzen,AMD Ryzen 5 5600X,5.Nesil,4.6,6.0,3.7,"https://www.cimri.com/islemci/en-ucuz-amd-100-1000065cbx-am4-ryzen-5-5600x-37ghz-max-boost-46ghz-6xcore-35mb-65w-wraith-stealth-cooler-islemci-fiyatlari,1845970355","AMD 100-1000065CBX AM4 Ryzen 5 5600X 3,7GHz Max Boost 4,6GHz 6xCore 35MB 65W Wraith Stealth Cooler İşlemci",4020.0,4020.0,21.931,0,129,163,89
Core i7,Intel Core,Intel Core i7-12700,12.Nesil,4.9,12.0,2.1,"https://www.cimri.com/islemci/en-ucuz-intel-i7-12700-2-1-ghz-lga1700-25-mb-cache-65-w-islemci-fiyatlari,2037866259",Intel i7-12700 2.1 GHz LGA1700 25 MB Cache 65 W İşlemci,7168.9,7616.0,31.142,2,364,99,75
Core i5,Intel Core,Intel Core i5-13500,10.Nesil,4.5,6.0,3.1,"https://www.cimri.com/islemci/en-ucuz-intel-i5-10500-tray-soket-1200-3-10ghz-12-mb-onbellek-14nm-islemci-fiyatlari,1112558571",Intel İ5 10500 TRAY Soket 1200 3.10Ghz 12 MB Önbellek 14NM İşlemci,3424.15,3424.0,32.392,6,347,178,86
Core i3,Intel Core,Intel Core i3-12100F,12.Nesil,4.3,4.0,3.3,"https://www.cimri.com/islemci/en-ucuz-intel-cpu-12100f-ci5-4-3ghz-17-mb-lga1700-10-nm-4-cekirdek-fiyatlari,1704356539",Intel CPU 12100F CI5 4.3GHz 17 MB LGA1700 10 nm 4 Çekirdek,2741.95,2742.0,14.321,3,152,139,64
Core i7,Intel Core,Intel Core i7-12700K,12.Nesil,5.0,12.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-12700k-12-nesil-masaustu-islemci--fiyatlari,1764643327",Intel Core i7-12700K 12. Nesil Masaüstü İşlemci (,8474.0,8474.0,34.758,0,99,135,269
Core i7,Intel Core,Intel Core i7-13700,10.Nesil,4.8,8.0,2.9,"https://www.cimri.com/islemci/en-ucuz-intel-cometlake-i7-10700-2-9-ghz-12-mb-1200-pin-tray-islemci-fiyatlari,985440799",Intel Cometlake i7 10700 2.9 ghz 12 mb 1200 Pin Tray İşlemci,5851.84,5852.0,40.028,6,348,347,341
Core i7,Intel Core,Intel Core i7-13700,10.Nesil,4.8,8.0,2.9,"https://www.cimri.com/islemci/en-ucuz-intel-cometlake-i7-10700-2-9-ghz-12-mb-1200-pin-tray-islemci-fiyatlari,985440799",Intel Cometlake i7 10700 2.9 ghz 12 mb 1200 Pin Tray İşlemci,5851.84,5852.0,40.028,6,347,347,341
Ryzen 5 Pro,AMD Ryzen,AMD Ryzen 5 PRO 5650GE,5.Nesil,4.4,6.0,3.4,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-5-pro-5650ge-6-core-3-40-4-40-ghz-19-mb-cache-35-w-am4-soket-tray-kutusuz-islemci-fiyatlari,2063539753",AMD Ryzen 5 Pro 5650GE 6 Core 3.40 4.40 Ghz 19 MB Cache 35 W Am4 Soket Tray Kutusuz İşlemci,2969.99,2970.0,18.592,3,359,359,113
Core i5,Intel Core,Intel Core i5-12500,12.Nesil,4.6,6.0,3.0,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-12500-1700p-18-mb-3-0ghz-islemci-fiyatlari,1672982094",Intel CORE i5-12500 1700P 18 MB 3.0Ghz İşlemci,5400.0,5400.0,19.922,6,81,81,159
Core i5,Intel Core,Intel Core i5-12600K,12.Nesil,4.9,10.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-core-ci5-12600k-3-7-ghz-1700p-20-mb-box-fansiz-islemci-fiyatlari,1476999416",Intel Core CI5 12600K 3.7 Ghz 1700P 20 MB Box Fansız İşlemci,7125.56,7126.0,27.789,0,376,189,70
AMD,Ryzen 7,AMD Ryzen 7 2700X,2.Nesil,4.3,8.0,4.3,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-7-2700x-3-7-ghz-16-mb-l3-islemci-fiyatlari,627858374",AMD Ryzen 7 2700X 3.7 GHz 16 MB L3 İşlemci,4899.0,4899.0,17.596,0,73,136,380
Core i5,Intel Core,Intel Core i5-12400,12.Nesil,4.4,6.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-12400-12-nesil-128-gb-masustu-islemci-fiyatlari,1708071484",Intel Core İ5-12400 12. Nesil 128 Gb Masüstü İşlemci,4011.09,4011.0,19.532,6,112,37,209
Core i5,Intel Core,Intel Core i5-13600K,11.Nesil,4.9,6.0,3.9,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-11600k-3-90-ghz-12mb-onbellek-6-cekirdek-1200-14nm-kutulu-box-islemci-fiyatlari,1112558587",Intel Core İ5 11600K 3.90 Ghz 12MB Önbellek 6 Çekirdek 1200 14NM Kutulu Box İşlemci,6459.45,6459.0,38.459,0,336,60,156
Core i9,Intel Core,Intel Core i9-13900F,11.Nesil,5.2,8.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-core-ci9-11900f-2-5-ghz-16-mb-box-1200p-islemci-fiyatlari,846507474",Intel Core CI9 11900F 2.5 Ghz 16 MB Box 1200P İşlemci,11049.1,11049.0,58.554,6,226,168,231
Core i9,Intel Core,Intel Core i9-12900KF,12.Nesil,5.2,16.0,3.2,"https://www.cimri.com/islemci/en-ucuz-intel-core-ci9-12900kf-3-2-ghz-30-mb-box-fansiz-1700pin-islemci-fiyatlari,1313773263",Intel Core CI9 12900KF 3.2 Ghz 30 MB Box Fansız 1700PIN İşlemci,12424.79,12425.0,41.421,2,358,48,92
Intel,Xeon,Intel Xeon E-2224 @ 3.40GHz,,4.7,4.0,3.5,"https://www.cimri.com/islemci/en-ucuz-intel-xeon-e-2224g-3-5-ghz-8-mb-islemci-fiyatlari,627714985",Intel Xeon E-2224G 3.5 GHz 8 MB İşlemci,23376.99,24267.0,7.268,0,144,208,36
Core i9,Intel Core,Intel Core i9-12900,12.Nesil,5.1,16.0,2.4,"https://www.cimri.com/islemci/en-ucuz-intel-core-ci9-12900-2-4-ghz-30-mb-box-1700p-islemci-fiyatlari,2067088526",Intel Core CI9 12900 2.4 GHz 30 MB Box 1700P İşlemci,12651.76,12652.0,35.01,2,356,233,215
Ryzen 5 Pro,AMD Ryzen,AMD Ryzen 5 PRO 5650GE,5.Nesil,4.4,6.0,3.4,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-5-5650ge-6-core-3-40-4-40ghz-19-mb-cache-35-w-radeon-grafikleri-am4-grafik-kart-kutusuz-soket-tray-fiyatlari,1071077741",AMD RYZEN 5 5650GE 6 Core 3.40-4.40GHz 19 MB Cache 35 W Radeon Grafikleri AM4 Grafik Kart Kutusuz Soket TRAY,3099.99,3100.0,18.592,3,349,349,113
Core i3,Intel Core,Intel Core i3-12100,12.Nesil,4.3,4.0,3.3,"https://www.cimri.com/islemci/en-ucuz-intel-i3-12100-4-core-3-30-ghz-5-mb-89-w-lga1700-12-nesil-box-islemci-fiyatlari,1608232718",Intel i3-12100 4 Core 3.30 ghz 5 mb 89 w LGA1700 12. Nesil Box İşlemci,3177.0,3177.0,13.809,3,150,192,108
Core i5,Intel Core,Intel Core i5-13600,4.Nesil,3.2,4.0,3.0,"https://www.cimri.com/islemci/en-ucuz-intel-haswell-core-i5-4430-3ghz-6mb-cache-lga1150-islemci-fiyatlari,2037866207",Intel Haswell Core i5 4430 3Ghz 6MB Cache LGA1150 İşlemci,1699.0,1699.0,32.185,5,40,239,274
Core i3,Intel Core,Intel Core i3-13100F,10.Nesil,4.3,4.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-comet-lake-i3-10100f-1200-pin-fansiz-tray-islemci-fiyatlari,928664198",Intel Comet Lake i3 10100F 1200 Pin Fansız Tray İşlemci,1599.0,1599.0,15.378,3,332,87,5
Core i9,Intel Core,Intel Core i9-13900F,11.Nesil,5.2,8.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-core-i9-11900f-bx8070811900f-2-9gh-ddr4-lga-1200-16-mb-65-w-kutulu-box-islemci-fiyatlari,1112558609",Intel Core İ9 11900F BX8070811900F 2.9GH DDR4 LGA 1200 16 MB 65 W Kutulu Box İşlemci,13035.87,13036.0,58.554,6,355,168,355
Core i7,Intel Core,Intel Core i7-12700,12.Nesil,4.9,12.0,2.1,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-12700-3-60-ghz-turbo-4-90-ghz-25-mb-cache-lga1700-12-nesil-islemci-fiyatlari,1291115016",Intel Core i7-12700 3.60 GHZ Turbo 4.90 GHZ 25 MB Cache LGA1700 12.Nesil İşlemci,9793.13,9793.0,31.142,2,269,254,330
Core i7,Intel Core,Intel Core i7-12700K,12.Nesil,5.0,12.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-bx8071512700k-core-i7-12700-soket-1700-3-6-ghz-box-islemci-kutulu-12-nesil-islemci-fiyatlari,1322043482",Intel BX8071512700K Core İ7 12700 Soket 1700 3.6 Ghz Box Işlemci Kutulu 12.Nesil İşlemci,11162.0,11162.0,34.758,0,250,187,44
Core i5,Intel Core,Intel Core i5-12600K,12.Nesil,4.9,10.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-12600k-3-70-ghz-20mb-12-nesil-1700p-tray-fansiz-islemsiz-fiyatlari,985147090",Intel Core İ5-12600K 3.70 Ghz 20MB 12.Nesil 1700P Tray Fansız İşlemsiz,7592.0,7592.0,27.789,0,323,118,189
Core i9,Intel Core,Intel Core i9-13900,10.Nesil,5.2,10.0,2.8,"https://www.cimri.com/islemci/en-ucuz-intel-bx8070110900-i9-10900-2-8-ghz-20-mb-lga1200-14-mm-uhd630-gaming-islemci-fiyatlari,623123901",Intel BX8070110900 i9 10900 2.8 GHz 20 MB LGA1200 14 mm UHD630 Gaming İşlemci,19427.0,19427.0,50.765,2,48,170,290
Ryzen 3,AMD Ryzen,AMD Ryzen 3 1200,1.Nesil,3.4,4.0,3.1,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-3-1200-3-1ghz-soket-am4-65w-islemci-box-fiyatlari,868337410",Amd Ryzen 3 1200 3.1ghz Soket Am4+ 65w İşlemci Box,1490.8,1491.0,6.311,3,109,141,109
Core i3,İntel Core i3,Intel Core i3-13100,8.Nesil,3.6,4.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-i3-8100-3-60ghz-6mb-cache-65w-box-lga-islemci-fiyatlari,65069064",İntel i3-8100 6Mb Cache 65W BOX LGA 3.6 GHz 4 Çekirdekli İşlemci,3249.0,3249.0,14.237,3,100,79,270
Athlon,AMD Athlon,AMD Athlon 3000G,,3.5,2.0,3.5,"https://www.cimri.com/islemci/en-ucuz-amd-athlon-tray-fansiz-3000-g-3-50-ghz-2-cekirdek-4-mb-am4-14-nm-islemci-fiyatlari,765785401",AMD Athlon Tray Fansız 3000 G 3.50 GHz 2 Çekirdek 4 MB AM4 14 nm İşlemci,2500.0,2500.0,4.478,3,381,98,195
Core i7,Intel Core,Intel Core i7-13700,11.Nesil,4.9,8.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-i7-11700-8-core-2-50-ghz-16-mb-65-w-lga1200-11-nesil-box-islemci-fiyatlari,815634627",Intel i7-11700 8 Core 2.50 ghz 16 mb 65 w LGA1200 11. Nesil Box İşlemci,7125.6,7126.0,40.028,6,179,137,334
Xeon Silver,Intel Xeon,Intel Xeon 3.40GHz,2.Nesil,3.2,8.0,2.1,"https://www.cimri.com/islemci/en-ucuz-lenovo-4xg7a37935-islemci-fiyatlari,782584602",Lenovo 4XG7A37935 İşlemci,14391.85,14392.0,375.0,1,207,327,325
Core i7,Intel Core,Intel Core i7-13700K,11.Nesil,5.0,8.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-rocket-lake-i7-11700k-1200-pin-fansiz-box-islemci-fiyatlari,792225693",Intel Rocket Lake i7 11700K 1200 Pin Fansız Box İşlemci,6771.99,6772.0,47.03,0,321,226,80
Celeron G,Intel Celeron,Intel Celeron G6900,9.Nesil,3.5,2.0,3.5,"https://www.cimri.com/islemci/en-ucuz-intel-celeron-g5905-iki-cekirdek-3-50-ghz-islemci-fiyatlari,975030396",Intel Celeron G5905 İki Çekirdek 3.50 GHz İşlemci,1067.61,1068.0,4.415,3,138,68,167
Core i5,Intel Core,Intel Core i5-13400,10.Nesil,4.3,6.0,2.9,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-10400-12-mb-6-cekirdekli-ob-uhd630-1200p-65w-kutusuzfanli-islemci-fiyatlari,2083147663",Intel Core i5 10400 12 MB 6 Çekirdekli O/B UHD630 1200P 65W Kutusuz+Fanlı İşlemci,3192.71,3193.0,26.205,6,185,10,332
